MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
9/6/2023 11:30:20,1.16.3,ProgRatio,20,4.05,nan,1,Left,Left,1,0,0,0,nan,nan,0.02
9/6/2023 11:30:21,1.16.3,ProgRatio,20,4.05,nan,1,LeftDuringDispense,Left,2,0,0,0,nan,nan,0.13
9/6/2023 11:30:29,1.16.3,ProgRatio,20,4.05,5,1,Pellet,Left,2,0,1,0,0.37,nan,nan
9/6/2023 11:31:05,1.16.3,ProgRatio,20,4.05,nan,2,Left,Left,3,0,1,0,nan,nan,0.06
9/6/2023 11:31:07,1.16.3,ProgRatio,20,4.05,nan,2,Left,Left,4,0,1,0,nan,nan,0.17
9/6/2023 11:31:08,1.16.3,ProgRatio,20,4.05,2,2,Pellet,Left,4,0,2,0,0.06,39,nan
9/6/2023 11:31:16,1.16.3,ProgRatio,20,4.05,nan,4,Left,Left,5,0,2,0,nan,nan,0.15
9/6/2023 11:31:16,1.16.3,ProgRatio,20,4.06,nan,4,Left,Left,6,0,2,0,nan,nan,0.20
9/6/2023 11:31:18,1.16.3,ProgRatio,20,4.05,nan,4,Left,Left,7,0,2,0,nan,nan,0.10
9/6/2023 11:31:20,1.16.3,ProgRatio,20,4.05,nan,4,Left,Left,8,0,2,0,nan,nan,0.06
9/6/2023 11:31:23,1.16.3,ProgRatio,20,4.05,3,4,Pellet,Left,8,0,3,0,0.31,15,nan
9/6/2023 11:31:49,1.16.3,ProgRatio,20,4.05,nan,6,Left,Left,9,0,3,0,nan,nan,0.06
9/6/2023 11:31:49,1.16.3,ProgRatio,20,4.05,nan,6,Left,Left,10,0,3,0,nan,nan,0.13
9/6/2023 11:31:56,1.16.3,ProgRatio,20,4.05,nan,6,Left,Left,11,0,3,0,nan,nan,0.28
9/6/2023 11:31:57,1.16.3,ProgRatio,20,4.05,nan,6,Left,Left,12,0,3,0,nan,nan,0.15
9/6/2023 11:32:01,1.16.3,ProgRatio,20,4.06,nan,6,Left,Left,13,0,3,0,nan,nan,0.11
9/6/2023 11:32:02,1.16.3,ProgRatio,20,4.05,nan,6,Left,Left,14,0,3,0,nan,nan,0.17
9/6/2023 11:32:03,1.16.3,ProgRatio,20,4.05,2,6,Pellet,Left,14,0,4,0,0.19,40,nan
9/6/2023 11:32:14,1.16.3,ProgRatio,20,4.05,nan,9,Left,Left,15,0,4,0,nan,nan,0.11
9/6/2023 11:32:17,1.16.3,ProgRatio,20,4.05,nan,9,Left,Left,16,0,4,0,nan,nan,0.21
9/6/2023 11:32:20,1.16.3,ProgRatio,20,4.06,nan,9,Left,Left,17,0,4,0,nan,nan,0.26
9/6/2023 11:32:21,1.16.3,ProgRatio,20,4.05,nan,9,Left,Left,18,0,4,0,nan,nan,0.38
9/6/2023 11:32:24,1.16.3,ProgRatio,20,4.05,nan,9,Left,Left,19,0,4,0,nan,nan,0.22
9/6/2023 11:32:32,1.16.3,ProgRatio,20,4.05,nan,9,Left,Left,20,0,4,0,nan,nan,0.09
9/6/2023 11:32:33,1.16.3,ProgRatio,20,4.06,nan,9,Left,Left,21,0,4,0,nan,nan,0.00
9/6/2023 11:32:34,1.16.3,ProgRatio,20,4.05,nan,9,Left,Left,22,0,4,0,nan,nan,0.14
9/6/2023 11:32:35,1.16.3,ProgRatio,20,4.05,nan,9,Left,Left,23,0,4,0,nan,nan,0.31
9/6/2023 11:32:36,1.16.3,ProgRatio,20,4.05,nan,9,LeftDuringDispense,Left,24,0,4,0,nan,nan,0.06
9/6/2023 11:32:40,1.16.3,ProgRatio,20,4.05,2,9,Pellet,Left,24,0,5,0,1.70,37,nan
9/6/2023 11:32:55,1.16.3,ProgRatio,20,4.05,nan,12,Left,Left,25,0,5,0,nan,nan,0.02
