MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
8/29/2023 11:15:17,1.16.3,ProgRatio,16,4.04,nan,1,Left,Left,1,0,0,0,nan,nan,0.05
8/29/2023 11:15:26,1.16.3,ProgRatio,16,4.04,3,1,Pellet,Left,1,0,1,0,3.48,nan,nan
8/29/2023 11:15:42,1.16.3,ProgRatio,16,4.04,nan,2,Left,Left,2,0,1,0,nan,nan,0.07
8/29/2023 11:17:56,1.16.3,ProgRatio,16,4.04,nan,2,Left,Left,3,0,1,0,nan,nan,0.05
8/29/2023 11:17:57,1.16.3,ProgRatio,16,4.04,1,2,Pellet,Left,3,0,2,0,0.44,151,nan
8/29/2023 11:18:15,1.16.3,ProgRatio,16,4.04,nan,4,Left,Left,4,0,2,0,nan,nan,0.13
8/29/2023 11:18:16,1.16.3,ProgRatio,16,4.04,nan,4,Left,Left,5,0,2,0,nan,nan,0.21
8/29/2023 11:18:17,1.16.3,ProgRatio,16,4.04,nan,4,Left,Left,6,0,2,0,nan,nan,0.18
8/29/2023 11:18:23,1.16.3,ProgRatio,16,4.04,nan,4,Left,Left,7,0,2,0,nan,nan,0.03
8/29/2023 11:18:24,1.16.3,ProgRatio,16,4.04,nan,4,LeftWithPellet,Left,8,0,2,0,nan,nan,0.12
8/29/2023 11:18:25,1.16.3,ProgRatio,16,4.05,1,4,Pellet,Left,8,0,3,0,1.61,28,nan
8/29/2023 11:18:39,1.16.3,ProgRatio,16,4.04,nan,6,Left,Left,9,0,3,0,nan,nan,0.12
8/29/2023 11:19:09,1.16.3,ProgRatio,16,4.04,nan,6,Left,Left,10,0,3,0,nan,nan,0.11
8/29/2023 11:19:16,1.16.3,ProgRatio,16,4.04,nan,6,Left,Left,11,0,3,0,nan,nan,0.13
8/29/2023 11:19:26,1.16.3,ProgRatio,16,4.03,nan,6,Right,Left,11,1,3,0,nan,nan,0.07
8/29/2023 11:21:22,1.16.3,ProgRatio,16,4.04,nan,6,Left,Left,12,1,3,0,nan,nan,0.37
8/29/2023 11:21:34,1.16.3,ProgRatio,16,4.05,nan,6,Left,Left,13,1,3,0,nan,nan,0.45
8/29/2023 11:21:40,1.16.3,ProgRatio,16,4.04,nan,6,Left,Left,14,1,3,0,nan,nan,0.49
8/29/2023 11:21:41,1.16.3,ProgRatio,16,4.04,1,6,Pellet,Left,14,1,4,0,0.50,196,nan
8/29/2023 11:21:57,1.16.3,ProgRatio,16,4.03,nan,9,Left,Left,15,1,4,0,nan,nan,0.12
8/29/2023 11:22:01,1.16.3,ProgRatio,16,4.04,nan,9,Left,Left,16,1,4,0,nan,nan,0.22
8/29/2023 11:22:04,1.16.3,ProgRatio,16,4.04,nan,9,Left,Left,17,1,4,0,nan,nan,0.07
8/29/2023 11:22:09,1.16.3,ProgRatio,16,4.05,nan,9,Left,Left,18,1,4,0,nan,nan,0.34
8/29/2023 11:22:15,1.16.3,ProgRatio,16,4.04,nan,9,Left,Left,19,1,4,0,nan,nan,0.44
8/29/2023 11:22:17,1.16.3,ProgRatio,16,4.04,nan,9,Left,Left,20,1,4,0,nan,nan,0.38
8/29/2023 11:22:22,1.16.3,ProgRatio,16,4.05,nan,9,Left,Left,21,1,4,0,nan,nan,0.74
8/29/2023 11:22:36,1.16.3,ProgRatio,16,4.03,nan,9,Left,Left,22,1,4,0,nan,nan,0.12
8/29/2023 11:22:46,1.16.3,ProgRatio,16,4.04,nan,9,Left,Left,23,1,4,0,nan,nan,0.08
8/29/2023 11:22:47,1.16.3,ProgRatio,16,4.04,1,9,Pellet,Left,23,1,5,0,0.56,66,nan
8/29/2023 11:23:30,1.16.3,ProgRatio,16,4.03,nan,12,Left,Left,24,1,5,0,nan,nan,0.08
8/29/2023 11:23:33,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,25,1,5,0,nan,nan,0.28
8/29/2023 11:23:36,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,26,1,5,0,nan,nan,0.33
8/29/2023 11:23:39,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,27,1,5,0,nan,nan,0.45
8/29/2023 11:23:49,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,28,1,5,0,nan,nan,0.01
8/29/2023 11:23:58,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,29,1,5,0,nan,nan,0.26
8/29/2023 11:24:04,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,30,1,5,0,nan,nan,0.29
8/29/2023 11:26:59,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,31,1,5,0,nan,nan,0.26
8/29/2023 11:27:01,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,32,1,5,0,nan,nan,0.13
8/29/2023 11:27:03,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,33,1,5,0,nan,nan,0.18
8/29/2023 11:27:09,1.16.3,ProgRatio,16,4.04,nan,12,Left,Left,34,1,5,0,nan,nan,0.03
